"Cif (S)","Ventas (N)","Año ventas (S)","Capital social (N)","Cargo principal (S)","Cnae (S)","Domicilio social (S)","Email (S)","Empleados (N)","Fax (S)","Fecha fundacion (S)","Fecha ult. balance (S)","Forma juridica (S)","Localidad (S)","Nombre (S)","Nombre comercial (S)","Situacion (S)","Telefono (S)","Web (S)","tipo (S)"
"B60995073","478493.09","2018","755817.6","COLL VALLS, JOAN MIQUEL","4110 - Promoción inmobiliaria","CALLE ALFONS XII, 14 - EN 2","europrojectes@europrojectes.es","0","[932374663]","1995-12-20","2018-12-31","SOCIEDAD LIMITADA","08006 BARCELONA (Barcelona)","EUROPROJECTES IMMOBILIARIS SL","Desconocido","Activa","[934155034, 938186277, 938980221, 935806603]","['http://www.grupeuroconstruc.com/europrojectes/']","mediana"
"B61122305","8645712","2018","131963.4","CARLSTON INVESTMENT SL","7490 - Otras actividades profesionales, científicas y técnicas n.c.o.p.","CALLE DOCTOR TRUETA, 50 - 54 PISO 3","contacto@asemvc.es","50","Desconocido","1996-05-14","2018-12-31","SOCIEDAD LIMITADA","08005 BARCELONA (Barcelona)","ASEM VISIONES COMPETITIVAS SL","Desconocido","Activa","[936384804, 924200024]","['www.asemprevencion.es']","mediana"
"B61130019","4084702.44","2018","316000","GRAU ARELLANO, JOSE","4743 - Comercio al por menor de equipos de audio y vídeo en establecimientos especializados","CALLE SICILIA, 368 - BJ","ditec@ditec.es","36","[932312413]","1996-05-21","2018-12-31","SOCIEDAD LIMITADA","08025 BARCELONA (Barcelona)","DITEC COMUNICACIONES SL","Desconocido","Activa","[932656517]","['www.ditec.es']","mediana"
"B61132114","8255933.08","2018","568680","MOLAS BADIA, RAMON","4121 - Construcción de edificios residenciales","CALLE NOU, 22","administracio@rjmolas.com","22","Desconocido","1996-05-21","2018-12-31","SOCIEDAD LIMITADA","08516 OLOST (Barcelona)","CONSTRUCCIONS R J MOLAS SL","Desconocido","Activa","[938880131]","Desconocido","pequeña"
"B61180055","1596938","2018","3005.06","LARREGOLA MARTINEZ, SERGI","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE LORETO, 30 - ENTRESUELO PTA 1","comercial@autoplot.es","36","Desconocido","1996-07-29","2018-12-31","SOCIEDAD LIMITADA","08029 BARCELONA (Barcelona)","AUTOPLOT SL","Desconocido","Activa","[934395752]","['www.autoplot.es']","mediana"
"B62226048","7552959.63","2017","3006","FANDOS PALAU, CARLOS","4321 - Instalaciones eléctricas","CALLE WAGNER, 8 - NAV 1","info@edelsl.com","45","[936991862]","2000-03-22","2017-12-31","SOCIEDAD LIMITADA","08191 RUBI (Barcelona)","ELECTRONICA DE ELEVADORES S.L.","Desconocido","Activa","[935860740]","['www.edelsl.com']","pequeña"
"B63008734","2618007.45","2018","83100","REFRIGERACIO MIQUEL GARCIA SL REPR 143 RRM GARCIA RODRIGO MIQUEL","4322 - Fontanería, instalaciones de sistemas de calefacción y aire acondicionado","AVENIDA FABREGADA, 7","pozas@instalacionespozas.es","25","Desconocido","2002-10-30","2018-12-31","SOCIEDAD LIMITADA","08907 L'HOSPITALET DE LLOBREGAT (Barcelona)","INSTALACIONES POZAS 3000 SL","Desconocido","Activa","[934492668]","Desconocido","pequeña"
"B63794812","2294130.84","2018","55200","FORTEZA CLAVE, JOSE MARIA","7111 - Servicios técnicos de arquitectura","RONDA GENERAL MITRE, 126 - P. 5 PTA. 3","g3@tecnics-g3.com","32","[933103338]","2005-02-28","2018-12-31","SOCIEDAD LIMITADA","08021 BARCELONA (Barcelona)","TECNICS G3 SLP","Desconocido","Activa","[933103255, 933156546]","['www.tecnics-g3.com']","pequeña"
"B63976567","3321977.88","2018","6000","ROCA MORATO, MARIA ROSA","7120 - Ensayos y análisis técnicos","CALLE ARAGO, 340 - P. BJ","addient@addient.com","41","[934813968]","2005-10-05","2018-12-31","SOCIEDAD LIMITADA","08009 BARCELONA (Barcelona)","ADDIENT EMPRESA CERTIFICADORA SLU","Desconocido","Activa","[934813967]","['www.addient.com']","mediana"
"B64013279","645872.13","2017","3900","Desconocido","7430 - Actividades de traducción e interpretación","CALLE GALEON, 4 - A BJ A","Desconocido","6","Desconocido","2005-11-16","2017-12-31","SOCIEDAD LIMITADA","28042 MADRID (Madrid)","PARALLELS IBERIA SL  (EXTINGUIDA)","Desconocido","Extinción","Desconocido","Desconocido","pequeña"
"B64158017","11513213.69","2018","30006","RUIZ RINCON, RAFAEL","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE JOAN DE LA CIERVA, 2","btechc@btechc.com","139","[937755051]","2006-03-17","2018-12-31","SOCIEDAD LIMITADA","08760 MARTORELL (Barcelona)","BARCELONA TECHNICAL CENTER SL","Desconocido","Activa","[935029361]","Desconocido","mediana"
"B64365935","4112719.8","2018","22690","FONT FISA, JOSE MARIA","4329 - Otras instalaciones en obras de construcción","AVENIDA ROMA, 25 - 27","debi.judas@comsa.com","45","Desconocido","2006-09-22","2018-12-31","SOCIEDAD LIMITADA","08029 BARCELONA (Barcelona)","GENERACION DE ENERGIA SOSTENIBLE SL","Desconocido","Activa","[934960200]","['www.comsa.com']","pequeña"
"B64747512","8748270.05","2017","50000","ADELTE GROUP SL","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","POLIGONO INDUSTRIAL ARMENTERA, PAR 74","info@adelfe.com","317","[933632295]","2007-12-31","2017-12-31","SOCIEDAD LIMITADA","22400 MONZON (Huesca)","ADELTE TRANSPORTE Y SERVICIOS EFS SL.","['TRABOSA, S.L.']","Activa","[902300601]","['www.teamcompany.com']","grande"
"B65444481","4734098.91","2018","93008","VELASCO SIERRA, RAFAEL","2920 - Fabricación de carrocerías para vehículos de motor; fabricación de remolques y semirremolques","AVENIDA DE CORDOBA, 136 - DEPARTAMENTO DE EL ARRECIFE","gaza@gazaemergencias.com","51","Desconocido","2010-11-05","2018-12-31","SOCIEDAD LIMITADA","14100 LA CARLOTA (Córdoba)","EURO GAZA EMERGENCIAS SL","Desconocido","Activa","[957305610]","['www.gazaemergencias.com']","mediana"
"B65675365","15517570","2018","80000","MARTIN FONT, VICTOR","4121 - Construcción de edificios residenciales","URBANIZACION TURO SANT PAU, C/ 7, 54 B","info@artifex.es","30","[935808146]","2011-11-11","2018-12-31","SOCIEDAD LIMITADA","08290 CERDANYOLA DEL VALLES (Barcelona)","ARTIFEX INFRAESTRUCTURAS SL.","Desconocido","Activa","[935800464]","['www.artifex.es']","pequeña"
"B65858938","5960258.45","2018","116619.44","MORERA SALIS, EUDALD","0210 - Silvicultura y otras actividades forestales","CALLE BARO DE MAIALS, 20 - ENT 2","solutioma@solutioma.com","60","[973278271]","2012-08-02","2018-12-31","SOCIEDAD LIMITADA","25005 LLEIDA (Lérida)","SOLUTIOMA SL.","Desconocido","Activa","[973231510, 900101895]","['www.solutioma.com']","mediana"
"B66039199","6947119.36","2018","60000","BETRIU PI, JOAN","4121 - Construcción de edificios residenciales","CALLE GUTENBERG, 3 - PLANTA 1ª DESPACHOS 1 Y 2","baldo@baldoconstructora.com","20","Desconocido","2013-05-09","2018-12-31","SOCIEDAD LIMITADA","08224 TERRASSA (Barcelona)","BALDO I ASSOCIATS CONSTRUCTORA SL.","Desconocido","Activa","[935160707]","['www.baldoconstructora.com']","pequeña"
"B66213935","11092933.3","2018","28100","PEREZ AGUILAR, SERGIO","4321 - Instalaciones eléctricas","CALLE DE L'ENERGIA, 12","admin@alem.es","42","Desconocido","2014-01-15","2018-12-31","SOCIEDAD LIMITADA","08915 BADALONA (Barcelona)","INSTALACIONS I MANTENIMENTS ALEM SL.","Desconocido","Activa","[933874352, 932721192]","['www.alem.es']","mediana"
"B66596446","5022642.39","2018","3000","YESTE SAEZ, ANTONIO","4211 - Construcción de carreteras y autopistas","CALLE SANT GAIETA, 124 - LOC","Desconocido","93","Desconocido","2015-07-29","2018-12-31","SOCIEDAD LIMITADA","08221 TERRASSA (Barcelona)","YESTE INFRAESTRUCTURAS SL.","Desconocido","Activa","Desconocido","Desconocido","mediana"
"B70003199","3172622.36","2018","12000","VIANOVA SOLUCIONES APLICACIONES Y DESARROLLOS PARA","8020 - Servicios de sistemas de seguridad","POLIGONO CIDADE DO TRANSPORTE, 76 - PTL B","admin@men.gal","40","Desconocido","2005-07-13","2018-12-31","SOCIEDAD LIMITADA","15890 SANTIAGO DE COMPOSTELA (La Coruña)","MONTAXES ELECTRICAS NOROESTE SL","Desconocido","Activa","[881975647]","['www.men.gal']","mediana"
"B70159033","7969475.72","2018","30000","ABEIRAR 2005 SL","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","AVENIDA CUARTA (POLIGONO POCOMACO), 20 - PAR","instra@instra.es","80","[881894846]","2008-04-01","2018-12-31","SOCIEDAD LIMITADA","15190 A CORUÑA (La Coruña)","INSTRA INGENIEROS SL","Desconocido","Activa","[881894850, 902905525]","['www.instra.es']","mediana"
"B70401005","0","2018","158790","GOMEZ GARCIA, ALBA","4121 - Construcción de edificios residenciales","AVENIDA ALCALDE MANUEL PLATAS VARELA, 159 - 161","info@escuadro.es","3","[881888415]","2014-02-19","2018-12-31","SOCIEDAD LIMITADA","15142 ARTEIXO (La Coruña)","SECCIONA GROUP SL.","Desconocido","Inactiva según nuestras fuentes","Desconocido","Desconocido","pequeña"
"B70484944","5029418.77","2018","50000","CAAMAÑO MARTINEZ, VICENTE","4121 - Construcción de edificios residenciales","CALLE COSTA DA UNION, 2 - PISO 1 IZ","analopez@unioingenieros.com","17","Desconocido","2016-04-12","2018-12-31","SOCIEDAD LIMITADA","15005 A CORUÑA (La Coruña)","METODO SOLUCIONES S.L.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B72089618","2602611.7","2018","4000","FUENTES FERNANDEZ, FRANCISCO JOSE","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE AGUILA, 39","ifuentes@activaid.es","91","Desconocido","2007-08-17","2018-12-31","SOCIEDAD LIMITADA","11500 EL PUERTO DE SANTA MARIA (Cádiz)","ACTIVA INGENIERIA Y DESARROLLO SL","Desconocido","Activa","[902800227]","['www.activaid.es']","mediana"
"B72193469","8274700.16","2018","30000","CASADO JIMENEZ, MIGUEL","4122 - Construcción de edificios no residenciales","CALLE MANANTIAL, 13 - MODULO 151","administracion@cimentia.com","27","Desconocido","2011-07-08","2018-12-31","SOCIEDAD LIMITADA","11500 EL PUERTO DE SANTA MARIA (Cádiz)","CIMENTIA CONSTRUCCION Y GESTION SL.","Desconocido","Activa","[956056323]","['www.cimentia.com']","pequeña"
"B73108441","2594873.31","2018","3110","NOGUERA GIL, ASCENSION","4661 - Comercio al por mayor de maquinaria, equipos y suministros agrícolas","CALLE JIMENEZ COSTA, 14","riegosbernardo@riegosbernardo.com","58","[968384093]","2000-11-21","2018-12-31","SOCIEDAD LIMITADA","30154 MURCIA (Murcia)","RIEGOS BERNARDO S.L.","Desconocido","Activa","[968384067]","['www.riegosbernardo.com']","mediana"
"B73642175","3003140.01","2018","3100","ROSIQUE LOPEZ, PEDRO DOMINGO","4122 - Construcción de edificios no residenciales","CALLE FRANCISCO DE GOYA, 4 - PISO 1 A","sviaria@gmail.com","57","Desconocido","2009-08-07","2018-12-31","SOCIEDAD LIMITADA","30800 LORCA (Murcia)","SURESTE VIARIA 2009 SL","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B73838138","952847.18","2016","60000","FERNANDEZ ESPIN, JOSE ANTONIO","4121 - Construcción de edificios residenciales","CALLE SALTO DEL USERO, 5","Desconocido","26","Desconocido","2014-04-08","2016-12-31","SOCIEDAD LIMITADA","30180 BULLAS (Murcia)","OBYSA ESTRUCTURAS Y SERVICIOS SLL.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B73898546","1746573.05","2018","3000","ESPINOSA CANOVAS, EULALIA","4121 - Construcción de edificios residenciales","CALLE VIRGEN DE BEGOÑA, 24","liveconstruccionprofesional@hotmail.com","36","Desconocido","2015-10-08","2018-12-31","SOCIEDAD LIMITADA","30850 TOTANA (Murcia)","LIVE SOLUCION PROFESIONAL SOCIEDAD LIMITADA.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B74009465","1627077.75","2018","3006","FERNANDEZ RODRIGUEZ, MARIA ISABEL","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","AVENIDA DE PUMARIN, 9 - 1 C","info@osyco.es","23","[985115440]","2001-03-11","2018-12-31","SOCIEDAD LIMITADA","33001 OVIEDO (Asturias)","OBRAS SERVICIOS Y CONSTRUCCIONES DEL PRINCIPADO DE ASTURIAS SL","Desconocido","Activa","[984106611]","['www.osyco.es']","pequeña"
"B74148156","474411.41","2018","37866","FERNANDEZ ACERO BASCONES, FRANCISCO BORJA","6209 - Otros servicios relacionados con las tecnologías de la información y la informática","AVENIDA PARDO, 14 - 4 G","info@quantobit.com","10","Desconocido","2005-09-30","2018-12-31","SOCIEDAD LIMITADA","33710 NAVIA (Asturias)","QUANTOBIT SL","Desconocido","Activa","[984833903]","['www.quantobit.com']","pequeña"
"B74344896","1153620.92","2018","32000","QUIROS SANCHEZ, IGNACIO","4121 - Construcción de edificios residenciales","CALLE MARTINEZ MARINA, 3 - PISO 1 D","ignacio@arasimpulso.com","5","Desconocido","2013-03-25","2018-12-31","SOCIEDAD LIMITADA","33009 OVIEDO (Asturias)","ARAS IMPULSO EMPRESARIAL SL.","Desconocido","Activa","[984151432]","Desconocido","grande"
"B75145391","2963428.17","2018","30000","OLABARRIETA DE FRUTOS, UNAI","4321 - Instalaciones eléctricas","POLIGONO INDUSTRIAL TXIRRITA-MALEO, 7","elecpasaia@elecpasaia.com","64","Desconocido","2015-11-24","2018-12-31","SOCIEDAD LIMITADA","20100 ERRENTERIA (Gipuzkoa)","ELECPASAIA SL. (EN LIQUIDACION)","Desconocido","Disolución","[943398446, 943341052]","['www.elecpasaia.com']","mediana"
"B76142991","2861511.42","2018","4509","GONZALEZ ALONSO, CAMILO","4399 - Otras actividades de construcción especializada n.c.o.p.","CALLE ESQUINZO, 14 - PISO 2 B","info@fuertesur.es","70","Desconocido","2012-12-13","2018-12-31","SOCIEDAD LIMITADA","35628 PAJARA (Palmas (Las))","CONSTRUCCION REFORMAS Y MANTENIMIENTO FUERTE SUR S.L.","Desconocido","Activa","[928875772]","Desconocido","mediana"
"B76215391","865067.11","2016","3000","CASAÑAS RODRIGUEZ, RUPERTO","4121 - Construcción de edificios residenciales","CALLE MONTAÑA DE ALMAGRO, 10","obvican@gmail.com","9","Desconocido","2015-02-13","2016-12-31","SOCIEDAD LIMITADA","35400 ARUCAS (Palmas (Las))","OBRAS Y VIALES CANARIAS SOCIEDAD LIMITADA. (EN LIQUIDACION)","Desconocido","Disolución","Desconocido","Desconocido","pequeña"
"B76638675","8810841.31","2018","3010","HERRERA PLASENCIA, OSCAR LUIS","4121 - Construcción de edificios residenciales","CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ, 5 - PISO 1","administracion@elsilboconstrucciones.es","66","Desconocido","2014-05-09","2018-12-31","SOCIEDAD LIMITADA","38003 SANTA CRUZ DE TENERIFE (Tenerife)","EL SILBO CONSTRUCCIONES Y OBRAS SL.","Desconocido","Activa","[822179158, 822142993]","Desconocido","mediana"
"B78077070","5982371.16","2018","6010.12","MARTIN GONZALEZ, IVAN","4121 - Construcción de edificios residenciales","CALLE AERONAUTICA, 19 - URTINSA II","pomar@pomar2000.com","24","Desconocido","1985-03-18","2018-12-31","SOCIEDAD LIMITADA","28923 ALCORCON (Madrid)","CONSTRUCCIONES POMAR 2000 SL","Desconocido","Activa","[916434730, 916432291]","['www.pomar2000.com']","pequeña"
"B78633047","2408751.45","2018","32500","GARCIA PEREZ, JORGE","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE CONDESA DE VENADITO, 5 - A PISO 1","mc2@mc2.es","22","[917440675]","1987-12-18","2018-12-31","SOCIEDAD LIMITADA","28027 MADRID (Madrid)","MC2 ESTUDIO DE INGENIERIA SL","Desconocido","Activa","Desconocido","['www.mc2.es']","pequeña"
"B79335618","5149167.23","2018","12040","HERNANDEZ SANCHO, JOSE","4321 - Instalaciones eléctricas","CALLE PALENCIA, 31","jh@jhdezsl.com","14","[915547787]","1990-01-11","2018-12-31","SOCIEDAD LIMITADA","28020 MADRID (Madrid)","INSTALACIONES J HERNANDEZ SL","Desconocido","Activa","[915331006]","Desconocido","pequeña"
"B79385035","851464.73","2018","6010.12","FISAC HERRERO, JUAN MANUEL","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","PASEO HABANA, 87 - ESC 1 2 3 F","igb@grupoigb.com","20","[915325881]","1990-03-06","2018-12-31","SOCIEDAD LIMITADA","28036 MADRID (Madrid)","INGENIERIA BASICA OBRAS Y PROYECTOS SL","Desconocido","Activa","[915320033]","['www.grupoigb.com']","pequeña"
"B80221435","5679042.73","2018","3005.06","BELDA DURAN, CARLOS","4321 - Instalaciones eléctricas","CALLE ONECA, 16 - 2","comercial@carlosbelda.com","79","Desconocido","1992-01-08","2018-12-31","SOCIEDAD LIMITADA","28821 COSLADA (Madrid)","CARLOS BELDA INSTALACIONES ELECTRICAS SL","Desconocido","Activa","[916713313]","Desconocido","mediana"
"B80569635","2053896.49","2016","4207000","ROJO FERNANDEZ RIO, ANGEL","4121 - Construcción de edificios residenciales","CALLE VELAZQUEZ, 46 - PISO 5 DR","info@seop.es","18","[913839273]","1993-03-10","2016-12-31","SOCIEDAD LIMITADA","28001 MADRID (Madrid)","IZEL OBRAS E INFRAESTRUCTURAS SL. (EN LIQUIDACION)","Desconocido","Disolución","[913834004]","['www.seop.es']","pequeña"
"B81322638","790052.15","2017","6000","GARCIA ALBA, JOSE JAVIER","7111 - Servicios técnicos de arquitectura","CALLE BARLOVENTO, 30 - LOCAL 304","agas@agas.es","14","[913513542]","1995-11-30","2017-12-31","SOCIEDAD LIMITADA","28223 POZUELO DE ALARCON (Madrid)","ARQUITECTOS GARCIA ALBA SLP","Desconocido","Activa","[917152914]","['www.agas.es']","pequeña"
"B82425364","5299776.65","2018","153000","VALLADARES LOPEZ, FRANCISCO JAVIER","7490 - Otras actividades profesionales, científicas y técnicas n.c.o.p.","CALLE JULIAN CAMARILLO, 53 - 2 PLT","administracion4@i-valladares.com","48","Desconocido","1999-09-16","2018-12-31","SOCIEDAD LIMITADA","28037 MADRID (Madrid)","VALLADARES INGENIERIA S.L.","['VALLADARES INGENIERIA']","Activa","[917431455]","['www.i-valladares.com']","pequeña"
"B82539206","4157306.63","2018","106318","MORALES MARTINEZ, ABELARDO","4121 - Construcción de edificios residenciales","CALLE GRAN VIA, 64 - 3 DC","info@mcinstalaciones.com","47","Desconocido","2000-01-01","2018-12-31","SOCIEDAD LIMITADA","28013 MADRID (Madrid)","MORALES CANTERO INSTALACIONES S.L.","Desconocido","Reapertura de la hoja registral","Desconocido","Desconocido","pequeña"
"B82615162","18671000","2018","2320000","RAGAZZI, ANDREA","6190 - Otras actividades de telecomunicaciones","PASEO CASTELLANA, 216 - PLT 11","Desconocido","54","[913876301]","2000-03-22","2018-09-30","SOCIEDAD LIMITADA","28046 MADRID (Madrid)","AVAYA COMUNICACION ESPAÑA SL","Desconocido","Activa","[913876300, 913149588]","['www.avaya.es']","pequeña"
"B82708231","6483535","2016","3007","WEED THADDEUS, GERARD","6190 - Otras actividades de telecomunicaciones","CALLE JOSE BARDASANO BAOS, 9","info@cogentco.com","30","[911022509]","2000-06-26","2016-12-31","SOCIEDAD LIMITADA","28016 MADRID (Madrid)","COGENT COMMUNICATIONS ESPAÑA SL","Desconocido","Activa","[911022500, 911022527, 911022555]","['www.cogentco.com']","pequeña"
"B83882118","5906026.16","2016","300000","ASER MORENO, JESUS MARIA","4121 - Construcción de edificios residenciales","CALLE AGUARON, 23 - BAJO N","gestionconstruccion@gestionconstruccion.com","10","[914573570]","2004-01-15","2016-12-31","SOCIEDAD LIMITADA","28023 MADRID (Madrid)","GC BUILDING & MANAGEMENT SL","Desconocido","Activa","[913441946]","['www.gestionconstruccion.com']","pequeña"
"B83967653","6344813.88","2018","110110","ALONSO RAMOS, MARIA DEL CAMINO","4121 - Construcción de edificios residenciales","CALLE CACERES, 36","info@abaton.es","10","[917158083]","2004-04-16","2018-12-31","SOCIEDAD LIMITADA","28223 POZUELO DE ALARCON (Madrid)","HABA TONSURADA SL","Desconocido","Activa","[913511808, 913521616]","['www.abaton.es']","pequeña"
"B84008259","10089522.83","2018","10000","DE DIEGO ESPIÑEIRA, AMANDO","4652 - Comercio al por mayor de equipos electrónicos y de telecomunicaciones y sus componentes","POLIGONO INDUSTRIAL POCOMACO","info@inusualcom.com","23","Desconocido","2004-05-20","2018-12-31","SOCIEDAD LIMITADA","15190 A CORUÑA (La Coruña)","INUSUAL COMUNICACION INNOVADORA SL","Desconocido","Activa","[981073079]","['www.inusualcom.com']","pequeña"
"B84034339","4419907.08","2018","96570","ALFARO VERDERA, JOSE ANTONIO","4652 - Comercio al por mayor de equipos electrónicos y de telecomunicaciones y sus componentes","CALLE DE SEPULVEDA, 17 - OF 1","info@vordis.com","24","Desconocido","2004-07-12","2018-12-31","SOCIEDAD LIMITADA","28108 ALCOBENDAS (Madrid)","VORDIS TECHNOLOGIES SL","Desconocido","Activa","[911314130, 918052334, 911314140]","['www.vordis.com']","pequeña"
"B84114859","10893158.18","2018","30000","HUERVA PERETE, FERNANDO JOEL","6110 - Telecomunicaciones por cable","CALLE RESINA, 29 - A","info@europhoneatm.com","204","Desconocido","2004-09-16","2018-12-31","SOCIEDAD LIMITADA","28021 MADRID (Madrid)","EUROPHONE ASISTENCIA TECNICA Y MANTENIMIENTO S.L.","Desconocido","Activa","[915302176, 915280804]","['www.europhone2000.es']","mediana"
"B84731702","758250.65","2018","30000","ORTIZ GARCIA, FERNANDO","6209 - Otros servicios relacionados con las tecnologías de la información y la informática","CALLE MARIE CURIE, 5 - 7 ED BETA PLT 2 OFICI 2-5, 2-6","info@syscom.com","7","[916304652]","2006-07-12","2018-12-31","SOCIEDAD LIMITADA","28521 RIVAS-VACIAMADRID (Madrid)","SYSCOM CALL CENTER SYSTEMS SL","Desconocido","Activa","[918712095, 916304705]","['www.syscom.es']","pequeña"
"B84968056","7357083.29","2017","285206","GARCIA OLIVARES, JESUS REINALDO","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","CALLE PEÑA HUEVERA, 1","constructia@constructia.es","18","[918080758]","2007-02-26","2017-12-31","SOCIEDAD LIMITADA","28391 VALDELAGUNA (Madrid)","HYPERVIAL CONSTRUCCION Y SERVICIOS SL.","Desconocido","Activa","[918080803]","Desconocido","pequeña"
"B84979178","875295.88","2018","3006","CALVA JIMENEZ, JOSE VICENTE","4121 - Construcción de edificios residenciales","AVENIDA DE LA O.N.U., 68 - 6 A","purunuma.sl@hotmail.com","24","Desconocido","2007-02-15","2018-12-31","SOCIEDAD LIMITADA","28936 MOSTOLES (Madrid)","PURUNUMA SL","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B85269041","8053757","2018","3006","Q- ENERGY SANIDINA SL REPRES PJ PAREJO DEL RIO DANIEL","3519 - Producción de energía eléctrica de otros tipos","CALLE JENNER, 3 - PISO 4","Desconocido","0","Desconocido","2007-11-19","2018-12-31","SOCIEDAD LIMITADA","28010 MADRID (Madrid)","DESARROLLOS EMPRESARIALES TRAFALGAR SL","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B85343721","29385841","2018","60000","GRUPO AVINTIA SL","4329 - Otras instalaciones en obras de construcción","CALLE EMISORA, 20","info@brickoclock.es","100","[916014602]","2008-02-04","2018-12-31","SOCIEDAD LIMITADA","28224 POZUELO DE ALARCON (Madrid)","AVINTIA SERVICIOS SL.","Desconocido","Activa","[916658902]","['www.brickoclock.es']","mediana"
"B85441772","1332165.22","2018","15000","MARTINEZ PEREZ, CARLOS","4329 - Otras instalaciones en obras de construcción","CALLE VIRGEN DE LLUC, 6","Desconocido","19","Desconocido","2008-04-28","2018-12-31","SOCIEDAD LIMITADA","28027 MADRID (Madrid)","MARTINEZ FRANCO INGENIERIA Y TECNICAS DE PROTECCION PASIVA S.L.","Desconocido","Activa","[915623503]","Desconocido","pequeña"
"B85826899","30754000","2018","2277984","PROBISA TECNOLOGIA Y CONSTRUCCION SL","4211 - Construcción de carreteras y autopistas","CALLE GOBELAS, 25 - 27 TERCERA PLANTA","buzon@probisa.com","177","[913729022]","2009-11-13","2018-12-31","SOCIEDAD LIMITADA","28023 MADRID (Madrid)","PROBISA VIAS Y OBRAS SL","Desconocido","Activa","[917082954]","['www.probisa.com']","mediana"
"B85966554","24690271.12","2017","3006","LUSCILANEA GESTION SL REPRES PJ CLEMENTE ALONSO VICTOR MANUEL","4121 - Construcción de edificios residenciales","CALLE DEL ALCALDE ANGEL ARROYO, 4 - PISO 2","Desconocido","0","Desconocido","2010-05-03","2017-12-31","SOCIEDAD LIMITADA","28904 GETAFE (Madrid)","CASTA DIVA GESTION SL.","Desconocido","Activa","[916838312]","Desconocido","mediana"
"B86429693","4413621.78","2018","27000","DIEGO NIETO, JORGE","7111 - Servicios técnicos de arquitectura","CALLE ALCALA, 75 - PISO 2","general@adrapm.com","30","Desconocido","2012-03-15","2018-12-31","SOCIEDAD LIMITADA","28009 MADRID (Madrid)","ADRA PROJECT MANAGEMENT SL.","Desconocido","Activa","[923197549]","['www.adrapm.com']","pequeña"
"B86482841","10612207.47","2018","3600","FERCHAU, FRANK","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE DE MIGUEL DE FARADAY, 20 - PQ EMPRESARIAL LA CARPETANIA","eden.jimenez@ferchau.com","220","[911291211]","2012-06-07","2018-12-31","SOCIEDAD LIMITADA","28906 GETAFE (Madrid)","FERCHAU SPAIN SL.","Desconocido","Activa","[911291100]","['www.ferchau.com']","mediana"
"B86673647","1920901.72","2018","15000","GOMEZ VICENTE, JOSE ANTONIO","3299 - Otras industrias manufactureras n.c.o.p.","CALLE PENSAMIENTO, 27 - ESC IZ","i.torrecillas@rocas-design.com","18","Desconocido","2013-02-27","2018-12-31","SOCIEDAD LIMITADA","28020 MADRID (Madrid)","POLYESTER THEMING PROJECTS SL.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B86776226","1525830.57","2018","3050","DEL PINO MARTINEZ, NOEMI","4329 - Otras instalaciones en obras de construcción","CALLE DE CHILE, 27","info@poceriaslyana.com","29","Desconocido","2013-07-08","2018-12-31","SOCIEDAD LIMITADA","28500 ARGANDA DEL REY (Madrid)","POCERIAS Y CONSTRUCCIONES LYANA SL.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B86832102","16593520.44","2017","3000","BLANCO GONZALEZ, ENRIQUE","4121 - Construcción de edificios residenciales","CALLE JORGE JUAN, 86","Desconocido","5","Desconocido","2013-10-03","2017-12-31","SOCIEDAD LIMITADA","28009 MADRID (Madrid)","LOGISTIK MODULAR PROJECTS SL.","Desconocido","Activa","Desconocido","Desconocido","mediana"
"B86868130","2450713.39","2018","21500","MATA PRESA, SOFIA","4121 - Construcción de edificios residenciales","CALLE NUÑEZ DE BALBOA, 35 - A, 5 PLT OFICINA A 1","Desconocido","8","Desconocido","2013-11-15","2018-12-31","SOCIEDAD LIMITADA","28001 MADRID (Madrid)","COLISEUM INVERSIONES ESTRATEGICAS SL.","Desconocido","Activa","[917916613]","['www.coliseumgroup.es']","pequeña"
