"Cif (S)","Ventas (N)","Año ventas (S)","Capital social (N)","Cargo principal (S)","Cnae (S)","Domicilio social (S)","Email (S)","Empleados (N)","Fax (S)","Fecha fundacion (S)","Fecha ult. balance (S)","Forma juridica (S)","Localidad (S)","Nombre (S)","Nombre comercial (S)","Situacion (S)","Telefono (S)","Web (S)","tipo (S)"
"B55676845","2213157.77","2018","3010","BLANDON TABORDA, ADRIANO ANTONIO","4121 - Construcción de edificios residenciales","CALLE DE PIERRE VILAR, 26 - PISO 1","Desconocido","21","Desconocido","2016-02-01","2018-12-31","SOCIEDAD LIMITADA","43840 SALOU (Tarragona)","BLANTAV SOCIEDAD LIMITADA.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B57219974","15949860.05","2017","150240","MOTA LEON, DANIEL","4121 - Construcción de edificios residenciales","CALLE ALACANT, 43","info@csvconstruccion.com","154","[971699103]","2003-07-23","2017-12-31","SOCIEDAD LIMITADA","07184 CALVIA (Baleares)","CONSTRUCCIONES SERVICIOS Y VIALES MOGA S.L.","['CSV EMPRESA CONSTRUCTORA']","Activa","[971699077]","['www.csvconstruccion.com']","mediana"
"B57684557","2951056.81","2018","3000","ORTEGA DIAZ, JUAN","4399 - Otras actividades de construcción especializada n.c.o.p.","CALLE DRAGONERA, 1 - PISO 3 A","eulogicstylesl@gmail.com","74","Desconocido","2010-10-26","2018-12-31","SOCIEDAD LIMITADA","07620 LLUCMAJOR (Baleares)","EULOGIC-STYLE SL","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B59977934","11824911.85","2018","300500","CIERI, SALVATORE","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE ISAAC PERAL, 13","cristina.juncar@italdesign.es","78","[934809220]","1992-01-24","2018-12-31","SOCIEDAD LIMITADA","08960 SANT JUST DESVERN (Barcelona)","ITALDESIGN GIUGIARO BARCELONA SL","Desconocido","Activa","[934809233, 934703325, 934703327, 934703328]","['www.italdesign.es']","mediana"
"B60535721","1695848.04","2018","15025.29","MONTANA VILA, LUIS","4313 - Perforaciones y sondeos","CARRETERA CASTELLADRAL, S/N","tramunsl@gmail.com","18","Desconocido","1994-03-17","2018-12-31","SOCIEDAD LIMITADA","08260 SURIA (Barcelona)","TRAMUN EXCAVACIONS I PERFORACIONS SL","Desconocido","Activa","[938696860]","Desconocido","pequeña"
"B60557659","1519825.14","2018","35026.58","VASQUEZ HERRERO, JUAN ROBERTO","7111 - Servicios técnicos de arquitectura","CALLE PUJADES, 130 - BJ","info@indissoluble.com","33","Desconocido","1994-04-26","2018-12-31","SOCIEDAD LIMITADA","08005 BARCELONA (Barcelona)","INDISSOLUBLE SL","Desconocido","Activa","[934121075, 934637919]","['www.indissoluble.com']","pequeña"
"B60696721","10043242.72","2018","18030.36","ESCUDERO SUNER, MANUEL","6190 - Otras actividades de telecomunicaciones","CALLE MARESME, 119 - 121","impala@impala-net.com","60","[933033752]","1994-11-22","2018-12-31","SOCIEDAD LIMITADA","08019 BARCELONA (Barcelona)","IMPALA NETWORK SOLUTIONS SL","Desconocido","Activa","[933034139, 902108480]","['www.impala-net.com']","mediana"
"B61140356","2913317.66","2018","36060","GIL NAVARRO, JUAN ANTONIO","4321 - Instalaciones eléctricas","CALLE LES MORERES, 103","gdo@gdo.es","30","Desconocido","1996-06-10","2018-09-30","SOCIEDAD LIMITADA","08820 EL PRAT DE LLOBREGAT (Barcelona)","G D O ELECTRIC SL","Desconocido","Activa","[934310305]","Desconocido","pequeña"
"B61486932","5903672.5","2018","3005.06","COLOMINA SAMSO, OCTAVIO","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","RONDA GENERAL MITRE, 147","mlloberol@tdvct.com","40","Desconocido","1997-10-13","2018-12-31","SOCIEDAD LIMITADA","08022 BARCELONA (Barcelona)","TECNICAS DE DISEÑO Y VALIDACION SL","Desconocido","Activa","[934178065]","['www.tdvct.com']","pequeña"
"B61735452","7794212.04","2018","179879.3","SOLER PAREDES, JORDI","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","CALLE ONZE DE SETEMBRE, 16 - A","grupsoler@grupsoler.com","25","[938733018]","1998-07-31","2018-12-31","SOCIEDAD LIMITADA","08650 SALLENT (Barcelona)","1953 GRUP SOLER CONSTRUCTORA SL.","Desconocido","Activa","[938772558, 938375040]","['www.grupsoler.com']","pequeña"
"B62145503","9181370.79","2018","120202.42","PI BOQUET, JOSE MARIA","4321 - Instalaciones eléctricas","CALLE JOSEP M. BATISTA I ROCA, 5 - 7","boquet@boquet.cat","90","[937998824]","2000-01-05","2018-12-31","SOCIEDAD LIMITADA","08302 MATARO (Barcelona)","ELECTRICITAT BOQUET SLU","Desconocido","Activa","[937990212]","['www.boquet.cat']","mediana"
"B62187927","7508312","2017","250220","TONGYU, XU","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE A POLIGONO INDUSTRIAL COMARCA II, 37","loxin@loxin2002.com","64","[948350537]","2000-02-11","2017-12-31","SOCIEDAD LIMITADA","31191 GALAR (Navarra)","LOXIN 2002 SL","Desconocido","Activa","[948351423]","['www.loxin2002.com']","pequeña"
"B63202527","0","2018","357844","MATANZO VALLINA, HORACIO ALBERTO","4121 - Construcción de edificios residenciales","CALLE ESGLESIA, 114 - LOCAL PLANTA BJ","info@imvaur.es","1","[936621318]","2003-05-30","2018-12-31","SOCIEDAD LIMITADA","08860 CASTELLDEFELS (Barcelona)","IMVAUR CONSTRUCCIONES SL","Desconocido","Inactiva según nuestras fuentes","[936629060]","['www.imvaur.es']","pequeña"
"B63576920","10673837.07","2018","230760","TECNOCIM VALLES SL REPR 143 RRM LOPEZ GARRIGA DAVID","4121 - Construcción de edificios residenciales","CALLE XALOC, 1 - 1º 4ª EDIF CNV","admin@ac-7.com","8","Desconocido","2004-06-29","2018-12-31","SOCIEDAD LIMITADA","08150 PARETS DEL VALLES (Barcelona)","CONSTRUCTORA OBRAS Y SERVICIOS A C 7 SL","Desconocido","Activa","[902112067, 935623989]","Desconocido","pequeña"
"B63591077","1532271.79","2017","186000","ESTEVE ROMERO, JOSE","4121 - Construcción de edificios residenciales","CALLE VALLESPIR, 1","info@iarsa.es","20","Desconocido","2005-09-30","2017-12-31","SOCIEDAD LIMITADA","08970 SANT JOAN DESPI (Barcelona)","IARSA OBRES I PROMOCIONS SL","Desconocido","Activa","[936591623]","['www.iarsa.es']","pequeña"
"B63816144","5556430.27","2017","10000","MARCOS VELASCO, JUAN JOSE","7410 - Actividades de diseño especializado","CALLE JOAN DE LA CIERVA, 2","ingedetec@ingedetec-group.com","115","Desconocido","2005-04-06","2017-12-31","SOCIEDAD LIMITADA","08760 MARTORELL (Barcelona)","INGEDETEC LINE SYSTEMS I SL","Desconocido","Activa","[937769200]","['www.ingedetec.com']","mediana"
"B63817191","3500373.61","2018","3500","CASTILLO MORTE, VICENC","7022 - Otras actividades de consultoría de gestión empresarial","CALLE CRETEIL, 47","administracion@aucatel.com","54","Desconocido","2005-04-04","2018-12-31","SOCIEDAD LIMITADA","08304 MATARO (Barcelona)","AB-AUCATEL INSPECCION Y CONTROL SL.","Desconocido","Activa","[937576028, 937579990]","['www.aucatel.com']","mediana"
"B64570567","10646137.53","2018","1131200","MARTIN HERAS, EMILIO","4322 - Fontanería, instalaciones de sistemas de calefacción y aire acondicionado","AVENIDA ROMA, 12","info@mhindustrias.com","52","[935809293]","2007-05-01","2018-12-31","SOCIEDAD LIMITADA","08290 CERDANYOLA DEL VALLES (Barcelona)","MARTIN HIDALGO INDUSTRIAS SLU","Desconocido","Activa","[935809080, 902281129, 935803835, 902260126]","['www.mhindustrias.com']","mediana"
"B64656176","9246126","2018","3461","ROSENDE MORENO, BENJAMIN","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE PALLARS, 99 - OFICINA 17","info@rdtingenieros.com","154","[944545413]","2007-08-31","2018-12-31","SOCIEDAD LIMITADA","08018 BARCELONA (Barcelona)","RDT INGENIEROS BARCELONA S.L.","Desconocido","Activa","[933093884]","['www.rdtingenieros.com']","pequeña"
"B64906845","7197488.36","2018","50000","BAUTISTA GONZALEZ, JOSEFINA","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE DE LA LLACUNA, 161 - PLT 2 OFICINA 1","info@iplangestion.com","162","[933091750]","2008-06-16","2018-12-31","SOCIEDAD LIMITADA","08018 BARCELONA (Barcelona)","IPLAN GESTION INTEGRAL SL","Desconocido","Activa","[933091337]","['www.iplangestion.com']","mediana"
"B65272924","10519671.65","2018","3010","ELIX SERVICIOS INMOBILIARIOS SL","4110 - Promoción inmobiliaria","PASAJE PERMANYER, 19","Desconocido","14","[933681077]","2010-01-15","2018-12-31","SOCIEDAD LIMITADA","08009 BARCELONA (Barcelona)","ELIX REHABILITACION Y CONSTRUCCION SL","Desconocido","Activa","[932173801, 932380066]","['www.elix.es']","pequeña"
"B65562324","1331935.56","2017","53006","PAVIA CONCURSALISTAS SLP","4321 - Instalaciones eléctricas","CALLE PINOS, 45","nurmico@hotmail.com","9","Desconocido","2011-05-02","2017-12-31","SOCIEDAD LIMITADA","08402 GRANOLLERS (Barcelona)","INSTALACIONES FLUIDOS ELECTRICOS CLIMATIZACION SL","Desconocido","Concurso","[931748603]","Desconocido","pequeña"
"B65572539","2256498.58","2018","91365","PASTOR ROMERO, FRANCISCO JOSE","4399 - Otras actividades de construcción especializada n.c.o.p.","CALLE TECNOLOGIA, 17","info@connatura.es","12","Desconocido","2011-05-17","2018-12-31","SOCIEDAD LIMITADA","08840 VILADECANS (Barcelona)","CONSTRUCCIONES Y OBRAS INTEGRALES NATURALES SL","Desconocido","Activa","[936476411]","['www.connatura.es']","pequeña"
"B65638868","8089671.46","2017","252964","LUDWIG LE NOIR, ANDREAS ERNST","4662 - Comercio al por mayor de máquinas herramienta","CALLE TELEMATICA, 12","Desconocido","47","Desconocido","2011-09-19","2017-12-31","SOCIEDAD LIMITADA","08110 MONTCADA I REIXAC (Barcelona)","HITEC MAQUINAS CNC SL.","Desconocido","Activa","[900111992, 935750949, 945121222]","['www.grupohitec.com']","pequeña"
"B65670861","6414480.15","2018","412000","BUNZL, CHRISTOPHER","4121 - Construcción de edificios residenciales","CALLE AVILA, 124 - P. 4 A","laura.terricabras@censeri.com","25","Desconocido","2011-11-08","2018-12-31","SOCIEDAD LIMITADA","08018 BARCELONA (Barcelona)","BEST TECHNOLOGIES FOR BUILDINGS SL.","Desconocido","Activa","[934153010]","Desconocido","pequeña"
"B65943037","1955975.71","2018","3000","SAJID IRFAN","4321 - Instalaciones eléctricas","CALLE VISTALEGRE, 4 - BJ","maibcn2013@yahoo.com","71","Desconocido","2013-01-07","2018-12-31","SOCIEDAD LIMITADA","08001 BARCELONA (Barcelona)","MAI INSTALACIONES 2012 SL.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B66258831","5367364.09","2018","6000","APROTECNIC Y PERITOS S REPR 143 RRM ALBACETE LAS HERAS JORGE","4122 - Construcción de edificios no residenciales","CALLE GRAN VIA DE LES CORTS CATALANES, 601 - P. 2 PTA","f.traserra@aprotecnic.com","30","Desconocido","2014-03-24","2018-12-31","SOCIEDAD LIMITADA","08007 BARCELONA (Barcelona)","ACTIVE SERVICIOS TECNICOS PROFESIONALES EN OBRAS SL.","Desconocido","Activa","[935240901, 933185900]","Desconocido","mediana"
"B66325762","6283980.39","2017","3000","NAVAS INFANTES, HECTOR AUGUSTO","4121 - Construcción de edificios residenciales","AVENIDA CAN CAMPANYA, 7","tecnica3@grupo-navas.com","65","Desconocido","2014-06-26","2017-12-31","SOCIEDAD LIMITADA","08755 CASTELLBISBAL (Barcelona)","NAVAS-NAVASA OBRAS SL.","Desconocido","Activa","[934739048]","['www.grupo-navas.com']","mediana"
"B66350281","35915771","2018","7136000","ARRIBAS HERRANZ, CARLOS PASCUAL","4669 - Comercio al por mayor de otra maquinaria y equipo","PLAZA EUROPA, 21 - 23","contabilidadproveedores@werfenlife.com","112","[902203081]","2014-08-01","2018-12-31","SOCIEDAD LIMITADA","08908 L'HOSPITALET DE LLOBREGAT (Barcelona)","IZASA SCIENTIFIC SLU","Desconocido","Activa","[902203080, 934010101]","['www.izasascientific.com']","mediana"
"B66361924","1815089.32","2018","3010","BELHAJ, ASMAA","4121 - Construcción de edificios residenciales","CALLE ESQUADRES, 18 - LOC TD 1","Desconocido","68","Desconocido","2014-09-08","2018-12-31","SOCIEDAD LIMITADA","08901 L'HOSPITALET DE LLOBREGAT (Barcelona)","CONSTRUCCIONES MATINSA BELSA SL.","Desconocido","Activa","Desconocido","Desconocido","mediana"
"B66443904","11640382","2018","1505001","ZEBINA INVESTMENTS SA REPRES PJ CORTES RUIZ ANTONIO JUAN","3519 - Producción de energía eléctrica de otros tipos","CALLE FREDERIC MOMPOU, 5 - P. 3 PTA. 4","jserret@neoelectra.es","9","Desconocido","2015-01-08","2018-12-31","SOCIEDAD LIMITADA","08960 SANT JUST DESVERN (Barcelona)","NEO SC ARAN SL.","Desconocido","Activa","[934803131]","Desconocido","pequeña"
"B66888645","1032390.47","2018","204100","BENAIJA, ANAS","4121 - Construcción de edificios residenciales","CALLE PAU CLARIS, 18 - PISO 1 PTA. 2","Desconocido","29","Desconocido","2016-11-15","2018-12-31","SOCIEDAD LIMITADA","08130 SANTA PERPETUA DE MOGODA (Barcelona)","CONSPAI OBRAS Y SERVICIOS DEL VALLES SL.","Desconocido","Activa","[937397000]","Desconocido","pequeña"
"B70366372","5924421.65","2018","213000","CUETO ALVAREZ, ELIAS","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE RUEIRO, 17 - BJ","info@seistag.com","25","Desconocido","2013-03-21","2018-12-31","SOCIEDAD LIMITADA","15220 AMES (La Coruña)","SEISTAG INNOVACION SL.","Desconocido","Activa","[981943709]","['www.seistag.com']","pequeña"
"B75087221","2296514.86","2018","27000","MUGICA NAVAZO, OLATZ","4321 - Instalaciones eléctricas","CAMINO IHURRITA, 13 - PAB 21","omujika@electricidadetxebeste.com","39","[943490503]","2013-04-16","2018-12-31","SOCIEDAD LIMITADA","20180 OIARTZUN (Gipuzkoa)","ELECTRICIDAD ETXEBESTE SL.","Desconocido","Activa","[943490503]","Desconocido","mediana"
"B75124271","3737405.93","2018","3000","ONDOZABAL ARANGUREN, JOSE LUIS","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","POLIGONO INDUSTRIAL URTAKI, 45","izaskun@ondozabal.com","36","[943691532]","2014-12-18","2018-12-31","SOCIEDAD LIMITADA","20150 ADUNA (Gipuzkoa)","ONDO MEC SL.","Desconocido","Activa","[943692900]","['www.ondozabal.com']","pequeña"
"B76582220","1601786.28","2018","3006","RAMOS PLASENCIA, ANGEL LUIS","4321 - Instalaciones eléctricas","CALLE ROBIN, 6","electroalmarama@gmail.com","14","Desconocido","2012-09-07","2018-12-31","SOCIEDAD LIMITADA","38107 SANTA CRUZ DE TENERIFE (Tenerife)","ELECTRO ALMARAMA SL.","Desconocido","Activa","[922100420]","Desconocido","pequeña"
"B76609353","293737.11","2017","3005","FUMERO CABRERA, EMILIO FELIPE","4321 - Instalaciones eléctricas","CALLE LA SANTANA, 16","Desconocido","10","Desconocido","2013-06-26","2017-12-31","SOCIEDAD LIMITADA","38329 SAN CRISTOBAL DE LA LAGUNA (Tenerife)","INTEGRALIA SERVICE 2000 SL.","Desconocido","Reapertura de la hoja registral","Desconocido","Desconocido","grande"
"B76625508","3757073.15","2018","3000","NAVARRO SEGURA, JOSE ANTONIO","4121 - Construcción de edificios residenciales","CALLE BERNARDINO SEMAN, 18 - BJ","jnavarro@stpp.es","85","Desconocido","2014-01-01","2018-12-31","SOCIEDAD LIMITADA","38005 SANTA CRUZ DE TENERIFE (Tenerife)","SERVICIOS TECNICOS EN PROYECCION POSITIVA SL.","Desconocido","Activa","[922152070]","Desconocido","mediana"
"B76627736","363526.2","2016","3300","AFONSO CONCEPCION, JOEL JACOB","4121 - Construcción de edificios residenciales","CALLE LA MONTAÑA, 185","Desconocido","10","Desconocido","2014-01-21","2016-12-31","SOCIEDAD LIMITADA","38712 BREÑA BAJA (Tenerife)","AJ22 ECOARIA S.L.","Desconocido","Activa","Desconocido","['http://www.ecoaria.es']","pequeña"
"B78323417","2751133.1","2018","60200","JARRIN OLIVERA, ROSARIO DELIA","4121 - Construcción de edificios residenciales","CALLE SANTA CRUZ DE MARCENADO, 10 - BJ","lujanyjarrin@lujanyjarrin.com","6","[915939994]","1986-08-12","2018-12-31","SOCIEDAD LIMITADA","28015 MADRID (Madrid)","LUJAN Y JARRIN SL","Desconocido","Activa","[915941771, 915932973, 918709191]","['www.lujanyjarrin.com']","pequeña"
"B78791787","2384919.22","2018","3606.07","FERNANDEZ JUAN, FERNANDO","4321 - Instalaciones eléctricas","CALLE DE GUADALAJARA, 22","info@cruceslopez.com","26","Desconocido","1988-03-09","2018-12-31","SOCIEDAD LIMITADA","28970 HUMANES DE MADRID (Madrid)","ELECTRICIDAD CRUCES LOPEZ SL","Desconocido","Activa","[916158924, 916904644]","['www.cruceslopez.com']","pequeña"
"B80525082","7086839.5","2018","122604","GALLEGO CASILDA MANZANARES, FRANCISCO JAVIER","4121 - Construcción de edificios residenciales","CALLE FUENTEVIEJA, 46 - PG ESTACION","info@telsonrc.es","28","[916922763]","1993-02-08","2018-12-31","SOCIEDAD LIMITADA","28320 PINTO (Madrid)","TELSON REFORMAS Y CONSTRUCCIONES SL","Desconocido","Activa","[916922085, 916925139]","Desconocido","pequeña"
"B81269037","998817.33","2017","4207.09","MANZANO GALLEGO, CARLOS","4121 - Construcción de edificios residenciales","CALLE DE LA COMUNICACION, 17","manher@manzanoherranz.es","18","Desconocido","1995-09-11","2017-12-31","SOCIEDAD LIMITADA","28906 GETAFE (Madrid)","M R STREAMS SL","Desconocido","Activa","[916846092]","Desconocido","pequeña"
"B82347352","1830988.93","2018","100004.24","DE DOMINGO ORTEGA, JOAQUIN ANGEL","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE VICTOR ANDRES BELAUNDE, 52","comercial@hps.es","21","Desconocido","1999-04-28","2018-12-31","SOCIEDAD LIMITADA","28016 MADRID (Madrid)","HIGH PERFORMANCE SOLUTIONS SL","Desconocido","Activa","[913081493]","['www.hps.es']","pequeña"
"B82365784","5851927.78","2017","5742","PRIETO MARCOS, JESUS","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","PLAZA DEL VAPOR VELL DE SANTS, 24 - P 1","info@ctingenieros.es","104","[932768968]","1999-05-17","2017-12-31","SOCIEDAD LIMITADA","08690 SANTA COLOMA DE CERVELLO (Barcelona)","CT INGENIEROS DE CATALUNYA AERONAUTICOS AUTOMOCION E INDUSTRIALES SL","Desconocido","Activa","[932768925, 910770135, 930186782, 913588688]","['www.ctingenieros.es']","mediana"
"B82470162","18898266","2017","189980","CARRASCO REINOSA, MIGUEL ANGEL","6190 - Otras actividades de telecomunicaciones","CALLE FERNANDO REY, 8","atencion.cliente@lcrcom.net","63","[917370022]","1999-10-29","2017-12-31","SOCIEDAD LIMITADA","28223 POZUELO DE ALARCON (Madrid)","LEAST COST ROUTING TELECOM S.L.","Desconocido","Activa","[917370000, 913750443, 917371797, 915182057]","['www.lcrcom.net']","mediana"
"B82721358","571687.53","2018","6010.12","MILLAN GARCIA, JOSE PEDRO","4399 - Otras actividades de construcción especializada n.c.o.p.","CALLE RAMON PATUEL, 7","minaway@minaway.e.telefonica.net","13","[913612262]","2000-07-28","2018-12-31","SOCIEDAD LIMITADA","28017 MADRID (Madrid)","MINAWAY SL","Desconocido","Activa","[913564086]","Desconocido","pequeña"
"B82800798","13391569","2017","459830","RIBEIRO JULIEN, LUCAS","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE SANTA MARIA MAGDALENA, 14 - PLANTA 2","madrid.maritimo@dnvgl.com","183","[914561599]","2000-10-31","2017-12-31","SOCIEDAD LIMITADA","28016 MADRID (Madrid)","DNV GL SERVICES SPAIN SL.","Desconocido","Activa","[914561600]","['www.dnvgl.com']","mediana"
"B83187823","5680614.58","2018","3200","GAYUBO RODRIGUEZ, AGUSTIN","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE AGASTIA, 44","agr@protecnic.biz","34","Desconocido","2002-01-11","2018-12-31","SOCIEDAD LIMITADA","28027 MADRID (Madrid)","SERVICIOS DE INGENIERIA Y CONSULTORIA PROTECNIC S.L.","Desconocido","Activa","[913675377, 917333927]","Desconocido","pequeña"
"B83214668","32763640.86","2018","1260020","ADMINISTRACION Y GESTION TECOZAM SL","4213 - Construcción de puentes y túneles","CALLE AGUSTIN DE FOXA, 27 - 7A","info@tecozam.com","402","[980519460]","2003-07-28","2018-12-31","SOCIEDAD LIMITADA","28036 MADRID (Madrid)","TECOZAM ESTRUCTURAS Y DRENAJES SL","Desconocido","Activa","[918456000, 980514217, 916308692]","['www.tecozam.com']","grande"
"B83376301","7063095","2018","25030.06","POWER CIARAN, SEAMUS","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","POLIGONO INDUSTRIAL BOROA, 1","vizcaya@vizcayaenergia.com","40","[946309333]","2002-07-17","2018-12-31","SOCIEDAD LIMITADA","48340 AMOREBIETA-ETXANO (Bizkaia)","BIZKAIA FACILITY MANAGEMENT SOCIEDAD LIMITADA.","Desconocido","Activa","[946301150]","Desconocido","pequeña"
"B83449603","18646400.01","2018","180000","IKUSI REDES DE TELECOMUNICACIONES SL","7022 - Otras actividades de consultoría de gestión empresarial","CALLE PUNTO NET, 5","aryse@aryse.es","60","[918305999]","2002-10-22","2018-12-31","SOCIEDAD LIMITADA","28805 ALCALA DE HENARES (Madrid)","ARYSE COMUNICACIONES SL","Desconocido","Activa","[902108272]","['www.aryse.net']","mediana"
"B83593194","4107955.89","2018","110000","FERNANDEZ DE SANTAELLA Y MORALES, JAIME ALBERTO","4321 - Instalaciones eléctricas","CALLE FORJADORES, 9","administracion@avanzia.es","17","[916399554]","2003-04-24","2018-12-31","SOCIEDAD LIMITADA","28660 BOADILLA DEL MONTE (Madrid)","AVANZIA APLICACIONES SL","Desconocido","Activa","[912779307, 916392661, 912779304]","['www.avanzia.es']","pequeña"
"B83757294","3899947.72","2018","190000","RIOS MARIN, JUAN JOSE","4110 - Promoción inmobiliaria","PLAZA CASTILLA, 3","administracion@rmconstruccion.es","15","[978623067]","2003-08-18","2018-12-31","SOCIEDAD LIMITADA","28046 MADRID (Madrid)","URBANIZACION MORAVELLA SL","Desconocido","Activa","[978623047, 978617300]","['www.rmconstruccion.es']","pequeña"
"B83818146","9458591.8","2018","60000","CANO COLOMA ABAD, JOSE REMIGIO","4321 - Instalaciones eléctricas","AVENIDA METALES, 22","administracion@jimenezurena-ins.com","142","Desconocido","2003-12-10","2018-12-31","SOCIEDAD LIMITADA","28914 LEGANES (Madrid)","JIMENEZ UREÑA ELECTRICIDAD SL","Desconocido","Concurso","[917768000]","Desconocido","mediana"
"B84076058","3115172.54","2018","20000000","GONZALEZ VALLINAS PATO, RAFAEL","7022 - Otras actividades de consultoría de gestión empresarial","CALLE ARAPILES, 13 - 13º","Desconocido","23","Desconocido","2004-08-04","2018-12-31","SOCIEDAD LIMITADA","28015 MADRID (Madrid)","INVERSIONES EMPRESARIALES VAPAT S.L.","Desconocido","Activa","[983565101]","Desconocido","pequeña"
"B84293521","4849036.8","2011","3456.26","LIBERTAD 2020 SL","8299 - Otras actividades de apoyo a las empresas n.c.o.p.","CALLE MANUEL TOVAR, 49","info@inspiralia.com","97","[915563415]","2005-03-29","2011-12-31","SOCIEDAD LIMITADA","28034 MADRID (Madrid)","TECNOLOGIAS AVANZADAS INSPIRALIA SL","Desconocido","Activa","[914170457]","['www.inspiralia.com']","mediana"
"B84306182","7257969.45","2018","1005006","CHAMORRO REBOLLO, JOSE JAVIER","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","AVENIDA DE RITA LEVI-MONTALCINI, 3","admin@centum.com","130","[911842699]","2005-04-07","2018-12-31","SOCIEDAD LIMITADA","28906 GETAFE (Madrid)","CENTUM SOLUTIONS SL","['CENTUM SOLUTIONS']","Activa","[911840396, 914918171, 902947820]","['www.centum.com']","mediana"
"B84384296","32580734.53","2018","30100","AMARGOS ALTISENT, FRANCISCO JAVIER","4399 - Otras actividades de construcción especializada n.c.o.p.","CALLE HERMOSILLA, 64 - 6º A","mad@ic-10.es","107","[914355422]","2005-06-21","2018-12-31","SOCIEDAD LIMITADA","28001 MADRID (Madrid)","IC-10 PROYECTOS TECNICOS Y CONSTRUCCIONES SL","Desconocido","Activa","[914315715]","['www.ic-10.es']","mediana"
"B84639475","3832279.1","2018","3110","MOLDOVAN IONEL, LUCIAN","4121 - Construcción de edificios residenciales","CALLE DE LA TUERCA, 23","administracion@ionelydani.com","48","[916668513]","2006-03-23","2018-12-31","SOCIEDAD LIMITADA","28522 RIVAS-VACIAMADRID (Madrid)","IONEL Y DANI REFORMAS Y CONSTRUCCIONES S.L.","Desconocido","Activa","[916668513]","Desconocido","mediana"
"B84866508","5669859.35","2017","3000","RODRIGUEZ LOPEZ, JESUS MARIA","4321 - Instalaciones eléctricas","PLAZA AMERICA ESPAÑOLA, 2 - PISO 1 B","aryse@aryse.eu","80","[917370881]","2006-10-10","2017-12-31","SOCIEDAD LIMITADA","28028 MADRID (Madrid)","ARYSE INFRAESTRUCTURAS SL","Desconocido","Activa","[917370880]","['www.aryse.eu']","mediana"
"B84924919","8700138.42","2018","7000","MORAN RUBIO, ROBERTO","4121 - Construcción de edificios residenciales","CALLE EDUARDO BARREIROS, 2","Desconocido","11","Desconocido","2006-11-02","2018-12-31","SOCIEDAD LIMITADA","28041 MADRID (Madrid)","CAMITEC OBRAS Y PROYECTOS SL","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B84958594","48810977.63","2017","1510720","PERNA & FERRANDIZ SLP","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","CALLE BAUSA, 23 - PISO 4","administracion@velascogrupo.com","111","[912770614]","2007-01-23","2017-12-31","SOCIEDAD LIMITADA","28033 MADRID (Madrid)","VELASCO GRUPO EMPRESARIAL S.L. (EN LIQUIDACION)","Desconocido","Disolución","[912760600, 912770600, 918842544, 917760417]","['www.velascogrupo.com']","mediana"
"B84977313","6658310.5","2018","54000","ESTEBAN HERRANZ, FRANCISCO JAVIER","4211 - Construcción de carreteras y autopistas","CALLE ENRIQUE LARRETA, 5 - BJ DR","administracion@covinsa.es","20","[949208563]","2007-01-19","2018-12-31","SOCIEDAD LIMITADA","28036 MADRID (Madrid)","COVINSA SOLUCIONES CONSTRUCTIVAS SL","Desconocido","Activa","[949208254]","['www.aglomeradosguadalajara.es']","pequeña"
"B85048189","1648751.95","2016","3030","Desconocido","4121 - Construcción de edificios residenciales","CALLE MAR MEDITERRANEO, 160 - PISO 2","administracion@serviciospreman.com","52","[918657120]","2007-03-22","2016-12-31","SOCIEDAD LIMITADA","28033 MADRID (Madrid)","PREMAN SERVICIOS AUXILIARES SL (EXTINGUIDA)","Desconocido","Extinción","Desconocido","Desconocido","pequeña"
