"Cif (S)","Ventas (N)","Año ventas (S)","Capital social (N)","Cargo principal (S)","Cnae (S)","Domicilio social (S)","Email (S)","Empleados (N)","Fax (S)","Fecha fundacion (S)","Fecha ult. balance (S)","Forma juridica (S)","Localidad (S)","Nombre (S)","Nombre comercial (S)","Situacion (S)","Telefono (S)","Web (S)","tipo (S)"
"B57646093","7988094.34","2016","3100","BLASCOS SALLEINS, MIGUEL","4122 - Construcción de edificios no residenciales","CALLE GREMI DE PASSAMANERS, 3","info@egosiw.com","10","Desconocido","2009-12-17","2016-12-31","SOCIEDAD LIMITADA","07009 PALMA (Baleares)","EGOS INTERNATIONAL WORKS SL.","Desconocido","Activa","[971096641]","['www.egosiw.com']","mediana"
"B59619734","8487599.44","2018","7608.82","RICARDO BOFILL SL","7111 - Servicios técnicos de arquitectura","AVENIDA INDUSTRIA, 14","tallerbcn@bofill.com","50","Desconocido","1991-01-24","2018-12-31","SOCIEDAD LIMITADA","08960 SANT JUST DESVERN (Barcelona)","BOFILL ARQUITECTURA SL","Desconocido","Activa","[934999900]","['www.ricardobofill.com']","pequeña"
"B60466364","11439373.2","2018","753098.09","MARTIN VEGAS, JUAN","3020 - Fabricación de locomotoras y material ferroviario","CALLE DE INDUSTRIA, 15-17","administracion@margon.es","100","Desconocido","1994-01-19","2018-12-31","SOCIEDAD LIMITADA","08120 LA LLAGOSTA (Barcelona)","INSTALACIONES Y MONTAJES MARGON SL","Desconocido","Activa","[935740364]","['www.margon.es']","mediana"
"B61239075","10826877.85","2018","200000","GOMEZ PEREZ, JOSE LUIS","4222 - Construcción de redes eléctricas y de telecomunicaciones","CALLE DE LA CREATIVITAT, 9 - NAV A 2.1","foc@focfibra.com","118","[881977633]","1996-11-15","2018-12-31","SOCIEDAD LIMITADA","08850 GAVA (Barcelona)","FIBRA Y SISTEMAS SL","Desconocido","Activa","[881975774, 936646042, 936360719]","['www.focfibra.com']","mediana"
"B62464425","8820493.56","2015","33060","MACHADO PLAZAS, JOSE","6190 - Otras actividades de telecomunicaciones","CALLE GIRONA, 21","empitel@empitel.com","121","[936381376]","2001-01-11","2015-12-31","SOCIEDAD LIMITADA","08850 GAVA (Barcelona)","EMPITEL SL (EN LIQUIDACION)","Desconocido","Disolución","[936388592]","['www.empitel.com']","mediana"
"B62569975","2099304.07","2018","6020","ALBERTI BARNES, JOAQUIN","4222 - Construcción de redes eléctricas y de telecomunicaciones","CALLE GARRIGA, 65","contabilidad@sciproteccion.com","16","Desconocido","2001-04-26","2018-12-31","SOCIEDAD LIMITADA","08912 BADALONA (Barcelona)","S C I PROTECCION INCENDIOS SL","Desconocido","Activa","[934607925]","['www.sciproteccion.com']","pequeña"
"B62616438","3442467","2018","3010","PONS LASTRA, CARLOS","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","AVENIDA JOSEP TARRADELLAS, 93 - ESC DR. ENT","sgarsl@sgarsl.net","45","[934442221]","2001-06-25","2018-12-31","SOCIEDAD LIMITADA","08029 BARCELONA (Barcelona)","SOFTWARE DE GESTION AUTOMATAS Y ROBOTS SL","Desconocido","Activa","[934108653]","['www.sgarsl.net']","mediana"
"B62693403","8472415.87","2018","3006","URUENA DE CASTRO, OSCAR","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE PROPANO, 18","procein@procein.es","28","[983389582]","2001-10-19","2018-12-31","SOCIEDAD LIMITADA","47012 VALLADOLID (Valladolid)","PROCESOS E INTEGRACION INDUSTRIAL SL","Desconocido","Activa","[983345911]","['www.procein.es']","pequeña"
"B62702170","11127000","2017","3010","GESTAMP AUTOMOCION SA REPR 143 RRM RIBERAS MERA FRANCISCO JOSE","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE CAMI DE LES ARENES, 1","jcollet@gestamp.com","50","[938272738]","2001-10-03","2017-12-31","SOCIEDAD LIMITADA","08251 SANTPEDOR (Barcelona)","GESTAMP INGENIERIA EUROPA SUR SL.","Desconocido","Activa","[938273928, 938273800, 938273933]","['www.gestamp.com']","mediana"
"B63441075","4165792.61","2017","200000","RIAD EL ABED","8299 - Otras actividades de apoyo a las empresas n.c.o.p.","CALLE SANT JOSEP, 102 - 108","info-bcn@dushow.com","18","Desconocido","2004-03-01","2017-12-31","SOCIEDAD LIMITADA","08980 SANT FELIU DE LLOBREGAT (Barcelona)","DUSHOW BARCELONA SL.","Desconocido","Activa","[934774410, 931907215]","['www.dushow-barcelona.com', 'www.dushow.com']","pequeña"
"B63548796","28793948","2018","2303006","LOUIS CLECH, LAURENT JEAN","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE LA GRANJA, 3 - I","asas@asas.es","104","Desconocido","2004-06-16","2018-12-31","SOCIEDAD LIMITADA","46440 ALMUSSAFES (Valencia)","ACTEMIUM ASAS SOCIEDAD LIMITADA.","Desconocido","Activa","[961788159]","['www.asas.es']","mediana"
"B64047640","35683000","2017","2000000","GARCIA SAEZ, ANTONIO GUILLERMO","2811 - Fabricación de motores y turbinas, excepto los destinados a aeronaves, vehículos automóviles y ciclomotores","CALLE ROC BORONAT, 78","abi.sila@ge.com","1016","[932210939]","2005-11-23","2017-12-31","SOCIEDAD LIMITADA","08005 BARCELONA (Barcelona)","GENERAL ELECTRIC RENOVABLES ESPAÑA S.L.","Desconocido","Activa","[932257600, 948832012, 948266692, 933761000]","['www.alstom.com']","grande"
"B64143456","1929005.78","2018","23006","ORMENO MARTINEZ, ALBERTO","4121 - Construcción de edificios residenciales","CALLE FELIU, 30","contabilidad@grupgo.com","25","Desconocido","2006-03-07","2018-12-31","SOCIEDAD LIMITADA","08041 BARCELONA (Barcelona)","GARCIA ORMEÑO SL","['GRUPGO']","Activa","[934334444]","Desconocido","pequeña"
"B64917966","7269109.81","2018","3100","CROSAS CAPDEVILA, JAUME","4121 - Construcción de edificios residenciales","CALLE SERRA, 31","construccions@crostres.com","11","Desconocido","2008-07-14","2018-12-31","SOCIEDAD LIMITADA","08510 RODA DE TER (Barcelona)","CONSTRUCCIONS CROS TRES SL","Desconocido","Activa","[938541242]","['www.crostres.com']","pequeña"
"B65432627","4219461.3","2018","15300","BENITO ALCUBIERRE, JUAN LUIS","4121 - Construcción de edificios residenciales","CALLE CARTELLA, 133 - LOC 3","comercial@innovahotelsgrup.com","45","[934292256]","2010-10-26","2018-12-31","SOCIEDAD LIMITADA","08031 BARCELONA (Barcelona)","INNOVA HOTELS GRUP SL","Desconocido","Activa","[934295702]","['www.innovahotelsgrup.com']","pequeña"
"B65606998","2766570.65","2018","1451139","BARING GESTION SL","6420 - Actividades de las sociedades holding","AVENIDA JOSEP TARRADELLAS, 20 - P. 4 PTA. 3","info@adelte.com","29","[933632295]","2011-07-07","2018-12-31","SOCIEDAD LIMITADA","08029 BARCELONA (Barcelona)","ADELTE GROUP SL.","Desconocido","Activa","[933632294]","['www.adelte.com']","pequeña"
"B65759342","14005280","2015","2212201","VELASCO MASSIP, LUIS","4213 - Construcción de puentes y túneles","CALLE DE ANABEL SEGURA, 11 - BL B 0 3 OFICINA 3","madrid@mecanotubo.es","77","[916610614]","2012-03-08","2015-12-31","SOCIEDAD LIMITADA","28108 ALCOBENDAS (Madrid)","CIMBRAS Y GEOTECNIA SL. (EN LIQUIDACION)","Desconocido","Disolución","[916610539]","['www.mecanotubo.es']","mediana"
"B65829947","14058765.5","2017","153000","LEYVA RUIZ, SERGIO RODRIGO","6810 - Compraventa de bienes inmobiliarios por cuenta propia","RAMBLA CATALUNYA, 53 -55 PLT 6 G H","recepcion@mkpremium.com","21","Desconocido","2012-06-27","2017-12-31","SOCIEDAD LIMITADA","08007 BARCELONA (Barcelona)","MK PREMIUM SL.","Desconocido","Activa","[933264646, 935481403]","['www.mkpremium.com']","pequeña"
"B65903957","5967039.39","2018","50000","ROCA PURSALS, JOSEP","4121 - Construcción de edificios residenciales","CAMINO SANT BARTOMEU, 12","info@serviobres.cat","26","[938220214]","2012-11-08","2018-12-31","SOCIEDAD LIMITADA","08600 BERGA (Barcelona)","SERVIOBRES QUERALT SL.","Desconocido","Activa","[938214265, 938214557, 938220214]","['www.serviobres.cat']","pequeña"
"B66186479","10809995.09","2018","600000","MONTOBBIO CAMPROBI, XAVIER","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE ARAGO, 390 - PISO 5","Desconocido","123","Desconocido","2014-01-21","2018-12-31","SOCIEDAD LIMITADA","08013 BARCELONA (Barcelona)","GPO INGENIERIA Y ARQUITECTURA SLU","Desconocido","Activa","[934451625, 938913148, 918384797, 935535663]","['http://www.gpogroup.es']","pequeña"
"B66399452","7777540.7","2018","30000","FRANCOIS PICHOU, OLIVIER JEAN","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE RIERA DE SANT MIQUEL, 3 - P. 3 PTA. 1","accounting@capitole-consulting.com","137","Desconocido","2014-10-28","2018-12-31","SOCIEDAD LIMITADA","08006 BARCELONA (Barcelona)","CAPITOLE CONSULTING SL.","Desconocido","Activa","Desconocido","['http://www.capitole-consulting.com']","mediana"
"B66474743","1413653.78","2017","3005","GASULLA ROGLA, AXEL","6202 - Actividades de consultoría informática","CALLE PUJADES, 77 -79, PLT 3, LOC 6 8, C","hello@domesticstreamers.com","25","Desconocido","2015-02-18","2017-12-31","SOCIEDAD LIMITADA","08005 BARCELONA (Barcelona)","BYFACILITY SL.","Desconocido","Activa","[931677618]","['http://domesticstreamers.com']","pequeña"
"B66501347","777775.92","2017","3000","BABA ZIKRA, ABDELMALEK","4121 - Construcción de edificios residenciales","CALLE MILA, 42 - LOC B","Desconocido","11","Desconocido","2015-03-20","2017-12-31","SOCIEDAD LIMITADA","08921 SANTA COLOMA DE GRAMENET (Barcelona)","METRO CUBICO PROYECTOS Y OBRAS SL.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B66728965","81501000","2018","7186764","GLOBAL DOMINION ACCESS SA REPR 143 RRM BARANDIARAN LANDIN MIKEL FELIX","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE ASTURIES, 8","info@dominion-global.com","1131","Desconocido","2016-03-04","2018-12-31","SOCIEDAD LIMITADA","08830 SANT BOI DE LLOBREGAT (Barcelona)","DOMINION INDUSTRY & INFRASTRUCTURES SL.","['PROYECTOS TENICOS INDUSTRIALES, S.A. (PROTISA)']","Activa","[935521400, 944793787]","['www.dominion-global.com']","grande"
"B70404223","20403.14","2018","3585","TEIXEIRA FERNANDEZ, SILVIA","4121 - Construcción de edificios residenciales","AVENIDA ROSALIA CASTRO, 32 - BAJO","Desconocido","1","Desconocido","2014-02-26","2018-12-31","SOCIEDAD LIMITADA","15864 AMES (La Coruña)","IRIANTI SL.","Desconocido","Concurso","Desconocido","Desconocido","pequeña"
"B71152763","1653143.51","2018","40000","JIMENEZ DEL BARRIO, JOSE ANTONIO","4399 - Otras actividades de construcción especializada n.c.o.p.","CALLE SANTOS NEVOT MORACHO, 1 - BJ","Desconocido","40","Desconocido","2013-09-24","2018-12-31","SOCIEDAD LIMITADA","31500 TUDELA (Navarra)","IG SUPRA SERVICIOS SL.","Desconocido","Activa","Desconocido","['www.igsupraservicios.es']","mediana"
"B72180375","5570154.97","2018","1200000","DOS SANTOS MADEIRA, NELSON JOAQUIM","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","AVENIDA DEL EJERCITO, 10 - PISO 1 B","Desconocido","25","Desconocido","2010-12-27","2018-12-31","SOCIEDAD LIMITADA","11500 EL PUERTO DE SANTA MARIA (Cádiz)","ENGINEERING CONSTRUCTION SERVICES CMN SL","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B73036246","1774508.99","2018","30000","BLANCO NAVARRO, JOSE ANTONIO","4121 - Construcción de edificios residenciales","CALLE RIO DUERO, 45 - PISO 1 A","obrasblanco@hotmail.com","68","[916935666]","1999-05-11","2018-12-31","SOCIEDAD LIMITADA","28913 LEGANES (Madrid)","OBRAS BLANCO NAVARRO SL","Desconocido","Activa","[916935666]","Desconocido","mediana"
"B73662256","6294219.12","2018","9300","PEREZ NADAL, FRANCISCO JOSE","4122 - Construcción de edificios no residenciales","CALLE ALDEBARAN, 11 - NAVE 1 Y 2. BUZON 119","administracion@cehemise.com","20","Desconocido","2010-02-19","2018-12-31","SOCIEDAD LIMITADA","30500 MOLINA DE SEGURA (Murcia)","CEHEMISE CONSTRUCCIONES SL","Desconocido","Activa","[968104433]","['www.cehemise.com']","pequeña"
"B74187006","3031707.55","2017","16000","Desconocido","4121 - Construcción de edificios residenciales","PLAZA SANTA BARBARA","info@objetivo2007.com","127","Desconocido","2006-11-23","2017-12-31","SOCIEDAD LIMITADA","33424 LLANERA (Asturias)","OBRAS Y CONSTRUCCIONES OBJETIVO 2007 SL.  (EXTINGUIDA)","Desconocido","Extinción","[984107018]","Desconocido","mediana"
"B74352089","4408418.19","2018","143006","PANDIELLA VAZQUEZ, PABLO","4321 - Instalaciones eléctricas","CALLE SEVERO OCHOA, 4 - NAV 19","ofitec@ipalux.com","25","Desconocido","2013-07-23","2018-12-31","SOCIEDAD LIMITADA","28521 RIVAS-VACIAMADRID (Madrid)","IPALUX INSTALACIONES SL.","Desconocido","Activa","[915463170, 985463848]","['www.ipalux.com']","pequeña"
"B74365172","9236712.54","2018","230000","ROYAL PACIFIC PARTNERS SA","4941 - Transporte de mercancías por carretera","CALLE PEÑA SALON, 56","vial@arposa60.com","44","[984207408]","2014-03-21","2018-12-31","SOCIEDAD LIMITADA","33424 LLANERA (Asturias)","ARPOSA 60 SL.","Desconocido","Activa","[984207407]","Desconocido","pequeña"
"B76272780","7594370.85","2018","8500","GUTIERREZ ESTUPIÑAN, ROSA MARIA","4121 - Construcción de edificios residenciales","PARQUE FRANCHY Y ROCA, 16 - BJ","luis@preconte.es","60","[928682229]","2016-11-23","2018-12-31","SOCIEDAD LIMITADA","35200 TELDE (Palmas (Las))","PRECONTE CONSTRUCCIONES Y SERVICIOS 91, SOCIEDAD LIMITADA.","Desconocido","Activa","[928690053, 928690947]","['www.preconte.es']","mediana"
"B76602861","1325774.48","2018","3000","HERNANDEZ SANTOS, CARLOS DAVID","4121 - Construcción de edificios residenciales","AVENIDA DE AMSTERDAM, TORRE A","charlie@charliesantos.es","32","Desconocido","2013-04-22","2018-12-31","SOCIEDAD LIMITADA","38640 ARONA (Tenerife)","CHARLIE Y J J SANTOS SL.","Desconocido","Activa","Desconocido","['www.charliesantos.es']","pequeña"
"B78621588","3946686.85","2018","18030.36","GARCIA DE SORIA, MORENO SANTIAGO","4321 - Instalaciones eléctricas","CALLE NICASIO GALLEGO, 16","info@kairsa.com","40","[915934377]","1988-01-01","2018-12-31","SOCIEDAD LIMITADA","28010 MADRID (Madrid)","KAIRSA SGS SL","Desconocido","Activa","[914485018]","['www.kairsa.com']","pequeña"
"B78841756","4559098.15","2018","799346.1","LLORENTE SANZ, TELESFORO","4110 - Promoción inmobiliaria","CALLE VIA COMPLUTENSE, 35 - PRIMERO","financiero@weilcox.es","0","[918020043]","1988-06-07","2018-12-31","SOCIEDAD LIMITADA","28805 ALCALA DE HENARES (Madrid)","AURENTIA PLAZA SL","Desconocido","Activa","[918891155, 976280553, 918020043, 913775448]","Desconocido","pequeña"
"B79951935","9535664.8","2018","79590.43","MUÑIZ SANCHEZ, JAVIER IGNACIO","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE ALFONSO XII, 62 - 5 PLT","info@urseurope.com","83","[914683953]","1991-03-01","2018-09-30","SOCIEDAD LIMITADA","28014 MADRID (Madrid)","AECOM URS ESPAÑA SL.","Desconocido","Activa","[915487790]","['www.aecom.com']","mediana"
"B79995809","3707281.55","2018","60101.21","LOPEZ MEGIAS, RICARDO MANUEL","7490 - Otras actividades profesionales, científicas y técnicas n.c.o.p.","CALLE DEL PORTAL, 12","seguridad@microsegur.com","36","[916293108]","1991-04-05","2018-12-31","SOCIEDAD LIMITADA","28110 ALGETE (Madrid)","MICRO SEGUR SL","['MICROSEGUR']","Activa","[916293107, 902157750]","['www.microsegur.com']","mediana"
"B80841794","5095883.73","2018","282020","GARCIA GARCIA, FAUSTO","4321 - Instalaciones eléctricas","CALLE HERRAMIENTAS, 26","administracion@fossic.es","50","[914860704]","1994-03-14","2018-12-31","SOCIEDAD LIMITADA","28918 LEGANES (Madrid)","FOSSIC SL","Desconocido","Activa","[916410622, 916448088]","Desconocido","pequeña"
"B81052748","2657413.45","2018","20193.6","GOMEZ MACHICADO, MANUEL","4321 - Instalaciones eléctricas","CALLE DEL RIO TORMES, 82","info@commitel.net","52","Desconocido","1994-12-27","2018-12-31","SOCIEDAD LIMITADA","28110 ALGETE (Madrid)","MONTAJES E INSTALACIONES DE TELECOMUNICACION SL","Desconocido","Activa","[916293027]","['www.commitel.net']","mediana"
"B81885337","10027996.09","2018","150000","GARCIA RODRIGUEZ, JESUS","4321 - Instalaciones eléctricas","CALLE CIUDAD DE FRIAS, 24 - NAV 23","infobama@bama.es","200","[917965679]","1998-11-01","2018-12-31","SOCIEDAD LIMITADA","28021 MADRID (Madrid)","ELECTRONICA Y MANTENIMIENTO BAMA SL","Desconocido","Activa","[917978924]","['www.bama.es']","mediana"
"B82150624","1848177.28","2018","24000","FERNANDEZ ALVAREZ, JUAN VICENTE","4122 - Construcción de edificios no residenciales","CALLE VALLE DEL TORMES, 2","administracion@arquifactum.com","24","Desconocido","1998-10-19","2018-12-31","SOCIEDAD LIMITADA","28660 BOADILLA DEL MONTE (Madrid)","KEVISCO SL","Desconocido","Activa","[916343909]","Desconocido","pequeña"
"B82379801","8975000","2017","24948167.4","ABENGOA ABENEWCO 1 SA","6920 - Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal","CALLE ENERGIA SOLAR, 1","abengoa@abengoa.com","20","[955641709]","1999-06-29","2017-12-31","SOCIEDAD LIMITADA","41014 SEVILLA (Sevilla)","ASA IBEROAMERICA SL","Desconocido","Activa","[954937000, 954937228, 954937188]","['www.abengoa.es']","pequeña"
"B82865395","14145405.57","2017","1981200","HERNANDEZ ONTORIA, JOSE MARIA","6820 - Alquiler de bienes inmobiliarios por cuenta propia","PASEO CASTELLANA, 149","Desconocido","9","[915710288]","2000-12-26","2017-12-31","SOCIEDAD LIMITADA","28046 MADRID (Madrid)","GORBEA DE ARRENDAMIENTOS SL","Desconocido","Activa","[915790403, 915706231, 914251873, 914252413]","['www.edificiogorbea1.es']","pequeña"
"B82889056","3537192.71","2018","50000","MEDICINA DE DIAGNOSTICO Y CONTROL INTERMEDIACION S REPRES PJ SANZ JIMENEZ FRANCISCO JAVIER","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE VALENTIN BEATO, 5","smdos@smdos.es","47","Desconocido","2001-01-24","2018-12-31","SOCIEDAD LIMITADA","28037 MADRID (Madrid)","STUDIOS MEDOS DOS SL","Desconocido","Activa","[916391503, 916389013, 918050559]","['www.smdos.com', 'www.smdos.es']","mediana"
"B83293985","5795006.26","2018","48000","PARDO LOPEZ, LUIS","4322 - Fontanería, instalaciones de sistemas de calefacción y aire acondicionado","CALLE RIO NERVION, 19","luanju@luanju.com","25","Desconocido","2002-04-18","2018-12-31","SOCIEDAD LIMITADA","28913 LEGANES (Madrid)","LUANJU CLIMATIZACION INDUSTRIAL SL","Desconocido","Activa","[918140657]","['www.luanju.com']","pequeña"
"B83397802","4074000","2017","7268090","ACCIONA CORPORACION SA","7490 - Otras actividades profesionales, científicas y técnicas n.c.o.p.","AVENIDA DE EUROPA, 18","ruben.munoz.garcia@acciona.com","48","Desconocido","2002-08-01","2017-12-31","SOCIEDAD LIMITADA","28108 ALCOBENDAS (Madrid)","ACCIONA CONCESIONES SL","Desconocido","Activa","[916630658, 916630786]","['www.acciona.es']","mediana"
"B83457473","30520584.75","2018","657013","EVERIS AEROESPACIAL Y DEFENSA SL","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE BURIL, 65","info@ntgs.es","97","[916374723]","2002-10-30","2018-12-31","SOCIEDAD LIMITADA","28400 COLLADO VILLALBA (Madrid)","NEW TECHNOLOGIES GLOBAL SYSTEMS SL","Desconocido","Activa","[917105489]","['www.ntgs.es']","mediana"
"B83619767","22381015","2018","120000","CRAIG GERBER, STEVEN","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","AVENIDA ALBUFERA, 321 - PLT 2 LOC 9","spain.admin@quest-global.com","484","[912219550]","2003-05-19","2018-03-31","SOCIEDAD LIMITADA","28031 MADRID (Madrid)","QUEST GLOBAL ENGINEERING ESPAÑA SLU","Desconocido","Activa","[912992405]","['www.quest-global.com']","grande"
"B83641449","3339575.42","2018","3300","FERNANDEZ DE URRUTIA POLO, CARLOS","4121 - Construcción de edificios residenciales","CALLE BRAZATO, 2 - LOC","viacesa@viacesa.com","82","[976467956]","2003-04-09","2018-12-31","SOCIEDAD LIMITADA","50012 ZARAGOZA (Zaragoza)","VIACESA CONSTRUCCIONES SL","Desconocido","Activa","[976467955]","['www.viacesa.com']","mediana"
"B83772319","2067711.47","2018","6010","SALADO CARRASCO, MARIA MILAGROS","4211 - Construcción de carreteras y autopistas","CALLEJON DEL PRADO, 5","Desconocido","18","Desconocido","2003-09-25","2018-12-31","SOCIEDAD LIMITADA","28595 ESTREMERA (Madrid)","ASFALTOS MILAGROS SL","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B83813550","3257571.77","2018","70685.44","TORROJA CAVANILLAS, JOSE ANTONIO","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE PEDRO DE VALDIVIA, 36 - L 20","correo@torroja.es","26","[915614341]","2003-10-01","2018-12-31","SOCIEDAD LIMITADA","28006 MADRID (Madrid)","TORROJA INGENIERIA SOCIEDAD LIMITADA PROFESIONAL","Desconocido","Activa","[915642412, 915642423]","['www.torroja.es']","pequeña"
"B83997072","3515211.7","2018","3012","PEREZ GIL DE LA SERNA, JUAN MANUEL","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE AIRE, 9","jmperezgil@gesnaer.es","100","Desconocido","2004-05-17","2018-12-31","SOCIEDAD LIMITADA","28042 MADRID (Madrid)","GESNAER CONSULTING SLNE","Desconocido","Activa","[916527764, 934791894, 913058699]","['www.gesnaer.es']","mediana"
"B84436633","541304.69","2018","3006","LAINA LAINA AGUSTINA, ANA MARIA","4322 - Fontanería, instalaciones de sistemas de calefacción y aire acondicionado","CALLE LIBREROS, 4 - 2","emicaes@yahoo.es","2","Desconocido","2005-09-21","2018-12-31","SOCIEDAD LIMITADA","28004 MADRID (Madrid)","NEMESOL Y AIRE SL","Desconocido","Activa","Desconocido","['www.nemesolyaire.es']","mediana"
"B84922442","5310254.39","2018","2206000","ESCOTO CRESPO, FRANCISCA","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","AVENIDA DE PERIS I VALERO, 81 - 12","escoinsa@escoinsa.es","145","Desconocido","2006-12-21","2018-12-31","SOCIEDAD LIMITADA","46006 VALENCIA (Valencia)","ESCOINSA SL","Desconocido","Activa","Desconocido","['www.escoinsa.es']","mediana"
"B85043081","8986000","2018","42922599","PONT PEREZ, JOSE EMILIO","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","PASEO CASTELLANA, 259 -D, ED TORRE ESPACIO","info@ohl.es","0","[913484463]","2007-03-19","2018-12-31","SOCIEDAD LIMITADA","28046 MADRID (Madrid)","OBRASCON HUARTE LAIN CONSTRUCCION INTERNACIONAL SL","Desconocido","Activa","[913484100]","['www.ohl.es']","pequeña"
"B85047835","7048630","2018","70510","SAIZ PEREZ, JOSE ANTONIO","4121 - Construcción de edificios residenciales","CALLE DALIA, 4","Desconocido","37","Desconocido","2007-04-11","2018-12-31","SOCIEDAD LIMITADA","28970 HUMANES DE MADRID (Madrid)","OPS INFRAESTRUCTURAS Y SERVICIOS HIDRAULICOS SL.","Desconocido","Activa","[916909066]","Desconocido","pequeña"
"B85187292","17679000","2018","1305903.2","GARROTE DE MARCOS, FRANCISCO","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","CALLE FELIX BOIX, 9 - PISO 1","info@grupopacsa.es","101","[913594783]","2007-08-07","2018-12-31","SOCIEDAD LIMITADA","28036 MADRID (Madrid)","PACSA SERVICIOS URBANOS Y DEL MEDIO NATURAL SL","Desconocido","Activa","[913240042, 913532562, 913060211, 913454829]","['www.grupopacsa.es']","mediana"
"B85352003","8143478.97","2017","12000","SANCHEZ MIGUEL, JAVIER","4121 - Construcción de edificios residenciales","AVENIDA DE LA PAZ, 15 - LOC 4","iarenas@insitum.es","21","Desconocido","2008-03-03","2017-12-31","SOCIEDAD LIMITADA","28907 GETAFE (Madrid)","IN SITUM CONSTRUCCION Y DISEÑO SL","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B85634350","5915112","2018","500000","QUILEZ SOMOLINOS, ANTONIO FRANCISCO","3514 - Comercio de energía eléctrica","CALLE COLQUIDE, 6 - PTL 1 PISO 1 A","comercial@cogen-energia.com","0","[916347918]","2009-04-02","2018-12-31","SOCIEDAD LIMITADA","28231 LAS ROZAS DE MADRID (Madrid)","ENERGY BY COGEN SL","Desconocido","Activa","[916347584]","['www.cogen-energia.com']","pequeña"
"B85690832","43727757","2018","3006","SATRUSTEGUI CAPPA, JOSE LUIS","4121 - Construcción de edificios residenciales","CALLE CONDE DE PEÑALVER, 92","info@unen.es","84","[914449910]","2009-05-27","2018-12-31","SOCIEDAD LIMITADA","28006 MADRID (Madrid)","UNEN SERVICIOS PARA LA ARQUITECTURA SL","Desconocido","Activa","[914449900, 914015553, 914022740]","['www.unen.es']","mediana"
"B85962900","41050025","2018","12000000","IBARBIA IRIONDO, JESUS MARIA","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE JUAN FERMIN GILISAGASTI, 4 - SEGUNDA PLANTA","cafsignalling@cafsignalling.com","254","[943805824]","2010-05-21","2018-12-31","SOCIEDAD LIMITADA","20018 DONOSTIA/SAN SEBASTIAN (Gipuzkoa)","CAF SIGNALLING SL.","Desconocido","Activa","[943805575, 917892750]","['www.cafsignalling.com']","mediana"
"B86005931","1761549.14","2018","77850","RAMOS JUSTO, MANUEL","4329 - Otras instalaciones en obras de construcción","CALLE PEZ VOLADOR, 38 - PISO 3 C","administracion@tecnicasei.com","29","Desconocido","2010-09-20","2018-12-31","SOCIEDAD LIMITADA","28007 MADRID (Madrid)","TECNICAS EDIFICATIVAS INNOVADORAS SL","['T.E.I. TECNICAS EDIFICATIVAS INNOVADORAS']","Activa","[913855568]","['www.tecnicasei.com']","pequeña"
"B86318458","2127214.76","2018","43000","BERBETOCU, NICU CATALIN","4121 - Construcción de edificios residenciales","PLAZA SALESAS, 11 - PISO 1 D","fiscal@gestiongloblalex.com","39","Desconocido","2011-10-14","2018-12-31","SOCIEDAD LIMITADA","28004 MADRID (Madrid)","SERVICOOL REHABILITACIONES SL.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B86385630","126588.38","2018","3000","SANCHEZ MARTIN, FERNANDO","7021 - Relaciones públicas y comunicación","CALLE NICARAGUA, 16","fsm@veresov.es","1","Desconocido","2012-01-26","2018-12-31","SOCIEDAD LIMITADA","28320 PINTO (Madrid)","APERTURA VERESOV SL.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
